genus,href,title,caption,author
Ascolaimus elongatus,https://www.wur.nl/upload_mm/2/f/0/f716a7a8-0fc5-4563-be4b-58571fbde1d8_anale%20opening%2Cstaartklieren1.jpg,Ascolaimus elongatus: anale opening and posterior part of three rectal glands ,Ascolaimus elongatus: anale opening and posterior part of three rectal glands,Hanny van Megen
Ascolaimus elongatus,https://www.wur.nl/upload_mm/3/7/2/07fcd274-f9ff-4f8d-b540-1b4ab8855e38_gubernaculum.jpg,Ascolaimus elongatus: spiculus and gubernaculum (focus on gubernaculum),Ascolaimus elongatus: spiculus and gubernaculum (focus on gubernaculum),Hanny van Megen
Ascolaimus elongatus,https://www.wur.nl/upload_mm/5/3/e/ee14cd1f-382b-4728-838d-b6d303a25b1f_spicula%202.jpg,Ascolaimus elongatus: spiculus and gubernaculum (focus on spiculus tip) ,Ascolaimus elongatus: spiculus and gubernaculum (focus on spiculus tip),Hanny van Megen
Ascolaimus elongatus,https://www.wur.nl/upload_mm/5/c/1/12646f9d-762e-4af7-9c2f-f585ea7cc943_spicula%204.jpg,Ascolaimus elongatus: spiculus and gubernaculum (focus on spade-shaped proximal cephalisation) ,Ascolaimus elongatus: spiculus and gubernaculum (focus on spade-shaped proximal cephalisation),Hanny van Megen
Ascolaimus elongatus,https://www.wur.nl/upload_mm/a/9/9/a9418a09-0e4d-4bd3-897f-5e0621d03279_vulva.jpg,Ascolaimus elongatus: vulva ,Ascolaimus elongatus: vulva,Hanny van Megen
Ascolaimus elongatus,https://www.wur.nl/upload_mm/1/1/2/2f18e309-bb09-4b90-a137-230a4fac1de2_spinneret1.jpg,Ascolaimus elongatus: posterior tail part with spinneret ,Ascolaimus elongatus: posterior tail part with spinneret,Hanny van Megen
Aulolaimoides,,,,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/9/9/c/80268435-6619-473b-81ba-0d00163008ba_aulolaimoides%20overzicht.jpg,Aulolaimoides: female body,Aulolaimoides: female body,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/3/5/1/38e038dd-c120-49ca-b369-695764c53d91_aulolaimoides%20amphiden%2C%20speer%2C%20voortzetting.jpg,"Aulolaimoides: anterior body with amphid openings, odontostyle and odontophore ","Aulolaimoides: anterior body with amphid openings, odontostyle and odontophore",Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/7/4/a/9949088f-fefd-478f-9030-f14f5389be7e_aulolaimoides%20geleidering%20boven%20in%20lipkap%202.jpg,Aulolaimoides: anterior body with guiding ring near lipregion ,Aulolaimoides: anterior body with guiding ring near lipregion,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/6/9/f/41a23ee6-1097-4b3d-9635-6ff1e5304d3e_aulolaimoides%20slokdarmbasis%2C%20bulbusachtig%20opgezwollen.jpg,Aulolaimoides: posterior pharyngeal part with nearly rounded basal swelling ,Aulolaimoides: posterior pharyngeal part with nearly rounded basal swelling,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/8/3/a/4dd9c807-2097-49a8-a0dd-dafd922ca65b_aulolaimoides%20vulva%2C%20slokdarmbasis.jpg,Aulolaimoides: posterior pharygeal part and vulva region ,Aulolaimoides: posterior pharygeal part and vulva region,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/b/b/5/fd0daf6c-e242-473a-9021-f1894f304004_aulolaimoides%20vulva.jpg,Aulolaimoides: vulva (V about 30%),Aulolaimoides: vulva (V about 30%),Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/7/1/f/74a5ee07-47ae-4c8b-b9ef-1b96719db6fc_aulolaimoides%20anale%20opening%202.jpg,Aulolaimoides: anal opening ,Aulolaimoides: anal opening,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/d/1/9/c0dcfc0a-ed10-454d-bf90-ce7b5869ef80_aulolaimoides%20staart%2C%20lang%20en%20dun%20uitgetrokken.jpg,Aulolaimoides: tail,Aulolaimoides: tail,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/1/c/7/7b31b567-1404-4457-9a51-b1726943cd0b_aulolaimoides%20staart.jpg,Aulolaimoides: mid-tail ,Aulolaimoides: mid-tail,Hanny van Megen
Aulolaimoides,https://www.wur.nl/upload_mm/c/f/a/f2f5e1dc-0f7d-4f5f-b69b-4b36601c215d_aulolaimoides%20staartpunt%20met%20vuiltjes.jpg,Aulolaimoides: tail tip ,Aulolaimoides: tail tip,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",,,,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/b/1/c/9308135d-e2fd-42e4-808c-b1736c758b2f_aulolaimus%20oxycephalus%20overzicht.jpg,Aulolaimus oxycephalus: female body ,Aulolaimus oxycephalus: female body,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/e/b/1/d67581f5-46b4-4807-b122-c6dbb6b50c5c_aulolaimus%20oxycephalus%20amphide%2Bmondholte.jpg,Aulolaimus oxycephalus: head region ,Aulolaimus oxycephalus: head region,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/f/a/e/60da9eff-821e-4c4b-950b-7647f0631b7f_aulolaimus%20oxycephalus%20kop%2Bged.%20slokdarm%20.jpg,Aulolaimus oxycephalus: anterior body region ,Aulolaimus oxycephalus: anterior body region,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/1/1/e/5dbeb619-beaa-48e1-859f-d0315f5920c7_aulolaimus%20oxycephalus%20mondholte.jpg,Aulolaimus oxycephalus: anterior body region ,Aulolaimus oxycephalus: anterior body region,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/9/4/d/dc85fde7-de3e-48b8-ba8e-dd41275cfb4c_aulolaimus%20oxycephalus%20vioolvormige%20slokdarm.jpg,"Aulolaimus oxycephalus: pharynx, posterior part ","Aulolaimus oxycephalus: pharynx, posterior part",Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/a/3/a/64d9f0db-af40-4da2-bc57-4852dae87a44_auloloimus%20oxycephalus%20vioolvormige%20slokdarm%20exempl.%202.jpg,"Auloloimus oxycephalus: pharynx, posterior part","Auloloimus oxycephalus: pharynx, posterior part",Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/3/b/a/d942af48-e22e-4854-8a44-2e19387ff8b6_aulolaimus%20oxycephalus%20lengterichels%2Bcuticula%20kanaaltjes.jpg,Aulolaimus oxycephalus: cuticle with longitudinal striae ,Aulolaimus oxycephalus: cuticle with longitudinal striae,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/e/a/d/5770d532-c237-4c1e-8ae0-5d31425d7e46_aulolaimus%20oxycephalus%20vulva%20exempl.%202.jpg,Aulolaimus oxycephalus: vulva region ,Aulolaimus oxycephalus: vulva region,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/5/5/c/827325c9-94eb-4db0-a53e-9b448a4ade15_aulolaimus%20oxycephalus%20vulva.jpg,Aulolaimus oxycephalus: vagina with lateral flanges,Aulolaimus oxycephalus: vagina with lateral flanges,Hanny van Megen
"Aulolaimus oxycephalus de Man, 1880",https://www.wur.nl/upload_mm/e/e/0/98df452b-6624-40c7-b09b-9570743e5ef1_aulolaimus%20oxycephalus%20anale%20opening%20.jpg,Aulolaimus oxycephalus: anal opening ,Aulolaimus oxycephalus: anal opening,Hanny van Megen
Axonolaimus,,,,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/f/5/0/077a365a-ac0e-425b-9113-7074e641ce2b_overzicht%20slokdarm.jpg,Axonolaimus: anterior body part,Axonolaimus: anterior body part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/e/7/0/8c8e4011-0c74-4431-91a6-85278dbf22d9_overzicht%20slokdarm%20%282%29.jpg,Axonolaimus: anterior body part ,Axonolaimus: anterior body part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/8/0/e/f277c9cc-df10-4475-aac0-3f113e491c42_overzicht%20staart%20%282%29.jpg,Axonolaimus: posterior body part,Axonolaimus: posterior body part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/c/2/f/e9736ee0-ca78-48d7-8ffd-7d5c880f9de6_overzicht%20staart.jpg,Axonolaimus: posterior body part ,Axonolaimus: posterior body part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/8/a/a/303af082-09c3-46a5-b64c-ffd1c69da4a4_amphiden%202tif.jpg,Axonolaimus: head region with amphid ,Axonolaimus: head region with amphid,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/0/8/7/907c5b81-4e04-4a34-b03e-d8523a430f8e_amphiden.jpg,Axonolaimus: head region with amphid ,Axonolaimus: head region with amphid,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/1/6/0/0c572ba0-fcc2-402f-a318-cc462896bbfc_mondholte%202.jpg,Axonolaimus: head region with buccal cavity and setae ,Axonolaimus: head region with buccal cavity and setae,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/c/3/b/7d3110b5-7636-403c-b3f6-e40a5eb83e15_mondholte.jpg,Axonolaimus: head region with buccal cavity and setae,Axonolaimus: head region with buccal cavity and setae,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/0/d/a/2f74869e-2f2a-4291-8bd0-17649b34d39d_slokdarmbasis.jpg,Axonolaimus: posterior pharynx part ,Axonolaimus: posterior pharynx part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/c/f/a/3f4b9304-ad56-4d87-a4cb-c5754079cb25_suplementen.jpg,Axonolaimus: male cloacal anterior region with a row of ventral supplements ,Axonolaimus: male cloacal anterior region with a row of ventral supplements,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/b/d/b/f63d9b2a-0ff0-4976-a211-e5f3d93beefc_gubernaculum.jpg,Axonolaimus: spiculum and gubernaculum with apophyses,Axonolaimus: spiculum and gubernaculum with apophyses,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/1/f/1/072020e2-e5b9-4ffc-9f7b-89fcc67f850c_gubernaculum1.jpg,Axonolaimus: spiculum and gubernaculum with apophyses ,Axonolaimus: spiculum and gubernaculum with apophyses,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/b/4/f/28c2ba60-58ec-40ea-96c8-ab785202c394_spicula.jpg,Axonolaimus: spiculum and gubernaculum with apophyses ,Axonolaimus: spiculum and gubernaculum with apophyses,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/1/e/9/1ab17ceb-2b0a-4d6d-a19b-1789ab009828_setae.jpg,Axonolaimus: small tail setae posterior to cloaca ,Axonolaimus: small tail setae posterior to cloaca,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/b/4/4/4bd1540c-88f4-4dc8-83c9-4e6bc62c3fd7_staart%202.jpg,Axonolaimus: tail part,Axonolaimus: tail part,Hanny van Megen
Axonolaimus,https://www.wur.nl/upload_mm/a/c/6/28abf73b-7fa2-4826-8f7d-c3e0eeb5f583_staart.jpg,Axonolaimus: tail tip with spinneret ,Axonolaimus: tail tip with spinneret,Hanny van Megen
Basiria,,,,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/d/0/c/89dcb715-504a-4ed2-ba19-751118334649_BL1.jpg,Basiria aberrans: female body,Basiria aberrans: female body,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/3/e/6/465f1ae2-baac-413b-9163-6bd2ca3f9663_DGO1jpg.jpg,"Basiria aberrans: Head region with slightly curved stylet, very small knobs and short DGO","Basiria aberrans: Head region with slightly curved stylet, very small knobs and short DGO",Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/1/e/e/15711d84-35aa-4721-b98b-8fc3c98f3543_deirid1.jpg,Basiria aberrans: lateral field with deirid (small pore) at excretory level,Basiria aberrans: lateral field with deirid (small pore) at excretory level,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/d/c/e/65aa9b01-e7cb-44d2-9a75-1e03e1494ef5_MB-BB1.jpg,Basiria aberrans: small metacorpus and basal bulb,Basiria aberrans: small metacorpus and basal bulb,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/1/9/8/6cef5ebc-ed3f-41bc-a682-f1c415ee9187_Vulva1.jpg,Basiaria aberrans: vulva region with short post-uterine sac,Basiaria aberrans: vulva region with short post-uterine sac,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/9/d/5/9cf00efa-8226-4c09-8374-83e89f8ef7ac_LF1.jpg,"Basiria aberrans: vulva region (ventral view) with spermatheca, tricolumella and vulva slit","Basiria aberrans: vulva region (ventral view) with spermatheca, tricolumella and vulva slit",Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/8/3/2/a12c33d1-052e-464e-a392-26d4176c8858_LF%20at%20vulva1.jpg,Basiria aberrans: lateral field at mid-body,Basiria aberrans: lateral field at mid-body,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/5/d/b/d6a25a76-a11e-4d90-8227-b6f642c99614_vulva1.jpg,Basiria aberrans: vulva region (lateral view),Basiria aberrans: vulva region (lateral view),Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/8/c/7/09a72474-3c8a-45ef-a6a4-acad89fb6d33_tail%20end1.jpg,Basiria aberrans: tail end,Basiria aberrans: tail end,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/b/b/1/7e1dfca6-1099-4977-9060-61d8069f8761_V-tail%20end1.jpg,Basiria aberrans: posterior body part,Basiria aberrans: posterior body part,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/7/1/8/a390166b-7ed8-4605-a839-1f21ec885215_anus1.jpg,Basiria aberrans: body at anus level,Basiria aberrans: body at anus level,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/b/8/7/56a032f3-f76e-4072-a18a-ac0b0113e4b5_amphid1.jpg,Basiria aberrans: head region with amphid opening. ,Basiria aberrans: head region with amphid opening.,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/f/c/d/ce221b56-dc1c-4e16-ab60-3cb0f2748d70_SE-pore1.jpg,Basiria aberrans: anterior body with SE-pore and basal bulb,Basiria aberrans: anterior body with SE-pore and basal bulb,Hanny van Megen
Basiria,https://www.wur.nl/upload_mm/3/9/7/7cc4a74f-380b-4d7e-8fe1-6876b3850122_V-tail%20end1.jpg,Basiria aberrans: posterior body part,Basiria aberrans: posterior body part,Hanny van Megen
"Bastiania de Man, 1876",,,,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/c/e/c/4f15abc0-9aaf-43e1-b55e-3ddd9b09e505_bastiania.jpg,Bastiania: anterior body,Bastiania: anterior body,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/9/6/6/2b29af45-d7fa-4063-bc8f-a3891d4d70f6_Bastiania%20gracilis%2005-12-00.jpg,Bastiania: posterior body,Bastiania: posterior body,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/c/4/f/256c6be9-5132-4905-951d-564fa6a4efb1_bastiania%20amphide.jpg,Bastiania: head region with setae and spiroid shaped amphid,Bastiania: head region with setae and spiroid shaped amphid,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/d/2/8/55f99b27-9b73-462e-bafc-b9f304af6906_bastiania%20amphide2.jpg,Bastiania: head region with setae and spiroid shaped amphid,Bastiania: head region with setae and spiroid shaped amphid,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/a/6/e/01718863-96cf-4adb-89d9-32fd565b3a04_bastiania%20setae.jpg,Bastiania: heat region with setae,Bastiania: heat region with setae,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/6/f/d/d4688615-d3cf-4a9d-a010-07d57003c99e_bastiania%20vulva.jpg,Bastiania: vulva,Bastiania: vulva,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/8/e/d/84804f19-37eb-4c74-9d79-e7021419712e_bastiania%20vulva%20ged.gonade.jpg,Bastiania: mid-body with vulva and part of gonads,Bastiania: mid-body with vulva and part of gonads,Hanny van Megen
"Bastiania de Man, 1876",https://www.wur.nl/upload_mm/2/0/6/25275aa6-23b9-46b9-a40b-d201bae0f896_bastiania%20anale%20opening.jpg,Bastiania: tail region with anal opening,Bastiania: tail region with anal opening,Hanny van Megen
"Bathylaimus Cobb, 1894",,,,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/b/a/9/71fa82b7-3a42-4bc4-abb9-2f3b20724495_overzicht%20slokdarm.jpg,Bathylaimus: anterior body part,Bathylaimus: anterior body part,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/0/a/2/4e41f996-cee6-47f0-9288-4d2bb761a75c_overzicht%20staart.jpg,Bathylaimus: posterior body part,Bathylaimus: posterior body part,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/2/4/4/b992f2af-0782-4dc9-a47a-ac23a722d9b4_mondholte%2Cged.%20slokdarm%20ex.%202.jpg,Bathylaimus: head region with setae and large buccal cavity,Bathylaimus: head region with setae and large buccal cavity,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/a/4/c/269c5bcd-845a-40a9-a704-9ee0d895d29a_mondholte%2Cged.%20slokdarm.jpg,Bathylaimus: head region with setae and large buccal cavity,Bathylaimus: head region with setae and large buccal cavity,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/9/5/c/186c0f2a-29a2-4f5a-82cc-b632c5ef1e79_mondholte%2Csetae.jpg,Bathylaimus: head region with setae and large buccal cavity,Bathylaimus: head region with setae and large buccal cavity,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/f/2/b/63077fc1-bec7-4366-8dfd-fa3d0c454544_slokdarmbasis.jpg,Bathylaimus: pharynx-intestine region,Bathylaimus: pharynx-intestine region,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/0/c/e/4986157a-b0e6-4cd1-a9ca-7acffde97cc1_gubernaculum.jpg,Bathylaimus: gubernaculum ,Bathylaimus: gubernaculum,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/2/5/1/96675b03-3b20-404a-af17-e0969a74ac3b_spicula.jpg,Bathylaimus: spiculum ,Bathylaimus: spiculum,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/1/c/b/af4d618e-a3f7-4a8d-867a-ee602d09cf41_vulva.jpg,Bathylaimus: vulva ,Bathylaimus: vulva,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/9/6/b/6b88bd5f-7387-4ddf-8f07-86de44fbc0fe_anale%20opening.jpg,Bathylaimus: anal opening ,Bathylaimus: anal opening,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/d/e/3/40de228e-9ec6-460a-8e95-d9b28736a361_staart%20female.jpg,Bathylaimus: female tail ,Bathylaimus: female tail,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/e/9/a/0ef3a4bb-6a32-4141-b72a-317a4c737d58_staart%20male.jpg,Bathylaimus: male tail,Bathylaimus: male tail,Hanny van Megen
"Bathylaimus Cobb, 1894",https://www.wur.nl/upload_mm/7/2/d/1abe2452-c471-4f6e-8fc8-aa156088ac11_afvoerbuisje.jpg,Bathylaimus: tail tip with caudal glands orifice,Bathylaimus: tail tip with caudal glands orifice,Hanny van Megen
Belondiridae,,,,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/6/2/8/5c53285e-1ec5-4958-9a17-281a7cd7863a_Axonchium%20cf%20nairi%20overzicht%20slokdarm%201.jpg,Syncheilaxonchium cf nairi: anterior body part with pharynx ,Syncheilaxonchium cf nairi: anterior body part with pharynx,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/2/2/8/70b21d63-dff1-4813-8962-799034095b11_Axonchium%20cf%20nairi%20overzicht%202.jpg,Syncheilaxonchium cf nairi: mid body ,Syncheilaxonchium cf nairi: mid body,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/2/5/e/7cecd940-bffe-4e6d-8a9f-442086f7a3b5_Axonchium%20cf%20nairi%20.jpg,Syncheilaxonchium cf nairi: posterior body part ,Syncheilaxonchium cf nairi: posterior body part,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/b/4/5/c851e5ca-e4d9-4962-b685-08d73fbdc850_Axonchium%20cf%20nairi%20amphiden%202.jpg,Syncheilaxonchium cf nairi: head region with amphid openings ,Syncheilaxonchium cf nairi: head region with amphid openings,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/1/0/2/af2e4a33-b76d-48bd-95c0-867a85512ae9_Axonchium%20cf%20nairi%20geleidering%2C%20lipstreek.jpg,Syncheilaxonchium cf nairi: head region with amalgamated lips (guiding ring visible) ,Syncheilaxonchium cf nairi: head region with amalgamated lips (guiding ring visible),Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/4/d/3/a2c59653-6a62-4241-ae26-fe07659c9f6e_Axonchium%20cf%20nairi%20lipstreek%2C%20speer%2C%20voortzetting.jpg,Syncheilaxonchium cf nairi: head region with short odontostyle and odontophore ,Syncheilaxonchium cf nairi: head region with short odontostyle and odontophore,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/0/1/f/f9a06f38-3c1e-43b5-b41d-db85d3794a33_Axonchium%20cf%20nairi%20slokdarmbasis%2C.jpg,Syncheilaxonchium cf nairi: pharynx basis and start of the intestine  ,Syncheilaxonchium cf nairi: pharynx basis and start of the intestine,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/b/6/0/34ecab77-31ee-4478-97d0-5188e3d01cff_Axonchium%20cf%20nairi%20verbrede%20ged.%20slokdarm.jpg,Syncheilaxonchium cf nairi: widening of lower pharynx part ,Syncheilaxonchium cf nairi: widening of lower pharynx part,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/8/d/2/ed43e6d5-7eb5-43e6-b762-e5dcfa40ec07_Axonchium%20cf%20nairi%20anale%20opening%2C%20staart.jpg,Suncheilaxonchium cf nairi: tail region with anal opening visible,Suncheilaxonchium cf nairi: tail region with anal opening visible,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/f/2/0/fec150b9-b272-4d6d-852b-644c2442b01e_Axonchium%20propinquum%20overzicht%20slokdarm%202.jpg,Axonchium propinquum: anterior body ,Axonchium propinquum: anterior body,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/7/0/7/62ae4dcd-fbb6-4e21-a0f9-bf4e41b0c954_Axonchium%20propinquum%20overzicht%20vulva%2C%20staart.jpg,Axonchium propinquum: posterior body ,Axonchium propinquum: posterior body,Hanny van Megen
Belondiridae,https://www.wur.nl/upload_mm/0/c/e/dfe6f9fd-7a43-4db5-a533-6174b419e76f_Axonchium%20propinquum%20vagina.jpg,Axonchium propinquum: sclerotized vagina ,Axonchium propinquum: sclerotized vagina,Hanny van Megen
Camallanus cotti,,,,Hanny van Megen
Carcharolaimus banaticus,,,,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/f/e/4/68e22309-d592-45a6-82b2-241ee33af8f8_Carcharolaimus%20lipstreek%202.jpg,Carcharolaimus: lip region ,Carcharolaimus: lip region,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/0/2/0/ac583077-7ea5-4885-aa7d-3237072a5fee_Carcharolaimus%20banaticus%20overzicht.jpg,Carcharolaimus banaticus: female body ,Carcharolaimus banaticus: female body,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/0/4/a/ab46f757-a1ac-4240-b7f3-ac9a7ff5a064_Carcharolaimus%20banaticus%20mondholtebasis%20voorzien%20van%20kleine%20tandjes.jpg,Carcharolaimus banaticus: offset lip region with sclerotized basket-shaped mouth cavity ,Carcharolaimus banaticus: offset lip region with sclerotized basket-shaped mouth cavity,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/1/d/c/80b2ddb4-a8af-4cd9-883c-6b58ead1e1b4_Carcharolaimus%20banaticus%20speeropening%2C%20geleidering.jpg,Carcharolaimus banaticus: lip region with odontostyle and guiding ring ,Carcharolaimus banaticus: lip region with odontostyle and guiding ring,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/5/1/a/ca2a0739-ed8c-412f-bb4b-0c10d1253079_Carcharolaimus%20speeropening%2C%20geleidering%202.jpg,Carcharolaimus banaticus: lip region wth odontostyle and guiding ring,Carcharolaimus banaticus: lip region wth odontostyle and guiding ring,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/2/2/b/7800c982-b190-45f4-8117-100a28d63336_Carcharolaimus%20banaticus%20slokdarmbasis.jpg,Carcharolaimus banaticus: pharynx-intestine region ,Carcharolaimus banaticus: pharynx-intestine region,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/2/6/2/0389e37e-b651-4281-a845-be740cd88ec4_Carcharolaimus%20banaticus%20cuticula%20met%20kliervromige%20organen.jpg,Carcharolaimus banaticus: cuticle with glandular bodies ,Carcharolaimus banaticus: cuticle with glandular bodies,Hanny van Megen
Carcharolaimus banaticus,https://www.wur.nl/upload_mm/f/0/2/e900dff9-7a16-46cc-b985-a370525818e6_Carcharolaimus%20banaticus%20anale%20opening%2C%20staartpunt.jpg,Carcharolaimus banaticus: tail region with anal opening,Carcharolaimus banaticus: tail region with anal opening,Hanny van Megen
Choanolaimus psammophilus,,,,Hanny van Megen
Clavicaudatus clavidaudatus,,,,Hanny van Megen
Clavicaudatus clavidaudatus,https://www.wur.nl/upload_mm/c/5/5/e584a17c-6f8f-470e-8ec6-b454e5762f3e_Nygolaimus%20clavidaudatus%20overzicht.jpg,Clavicaudatus clavidaudatus: slightly curved (ventrally) body ,Clavicaudatus clavidaudatus: slightly curved (ventrally) body,Hanny van Megen
Clavicaudatus clavidaudatus,https://www.wur.nl/upload_mm/f/8/b/4243684e-0e76-4e59-beba-8c154229cda5_Nygolaimus%20clavidaudatus%20mondholte.jpg,Clavicaudatus clavidaudatus: head region ,Clavicaudatus clavidaudatus: head region,Hanny van Megen
Clavicaudatus clavidaudatus,https://www.wur.nl/upload_mm/5/c/6/8abbe74e-e1db-4900-9f27-e670c9e51090_Nygolaimus%20clavidaudatus%20speervoortzetting%2C%20ged%20slokdarm.jpg,Clavicaudatus clavidaudatus: head and pharynx region ,Clavicaudatus clavidaudatus: head and pharynx region,Hanny van Megen
Clavicaudatus clavidaudatus,https://www.wur.nl/upload_mm/b/8/2/93c2a589-7f1a-4b78-988d-216b55029855_Nygolaimus%20clavidaudatus%20tand%2C%20mondholte.jpg,Clavicaudatus clavidaudatus: slender linear tooth ,Clavicaudatus clavidaudatus: slender linear tooth,Hanny van Megen
Clavicaudatus clavidaudatus,https://www.wur.nl/upload_mm/1/9/e/ad301127-1b9b-4e68-b6ec-0b748637bfec_Nygolaimus%20clavidaudatus%20slokdarmbasis%2C%20cardia%20met%20drie%20kliervormige%20structuren.jpg,Clavicaudatus clavidaudatus: cardial region (pharynx-intestine) with 3 (small) gland nuclei,Clavicaudatus clavidaudatus: cardial region (pharynx-intestine) with 3 (small) gland nuclei,Hanny van Megen
