media_descriptor,copyright_institution,photographer,species,identification_method,lifestage,caption,sex,source,phylum,image_file,genus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/066-T206--Pratylenchus--goodeyi/T206--Pratylenchus--goodeyi/seq0009.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/066-T206--Pratylenchus--goodeyi/T206--Pratylenchus--goodeyi/seq0010.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0000.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0001.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0002.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0003.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0004.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0005.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0006.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0007.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0008.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0009.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0010.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0012.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0013.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0014--gonads--100x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0017.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0019.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0020.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0021.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0022.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0024.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/seq0025.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/T207--head--100x--seq0023.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/T207--seq0011--tail--100x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/T207--seq0015--gonads--100x--aan--elkaar--plakken.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/T207--seq0016--gonads--100x--aan--elkaar--plakken.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/067-T207--Pratylenchus--goodeyi/T207--Pratylenchus--goodeyi/T207--seq0018--gonads--100x--aan--elkaar--plakken.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0026.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0027.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0028.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0029.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0030.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0031.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0032.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0033.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0034.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0035.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0036.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0037.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0038.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0039.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0040.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0041.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0042.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0043--spermatheca--100x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0044.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/068-T208--Pratylenchus--goodeyi/T208--Pratylenchus--goodeyi/seq0045.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0000.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0001.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0002.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0003.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0004.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0005.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0006.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0007.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0008.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0011.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0012.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/seq0013.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/T209--spermatheca--100x--seq0010.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/069-T209--Pratylenchus--goodeyi/T209--Pratylenchus--goodeyi/T209--Tail--100x--seq0009.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0000.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0001.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0002.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0003.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0004.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0005.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0006.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0007.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0008--tail--100x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0009.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0010.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0011.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0012.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0013--head--100x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0014.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/070-T213--Pratylenchus--flakkensis/T213--Pratylenchus--flakkensis/seq0015.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0000.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0001.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0002.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0003--214--head--40x.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0004.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0005.png,Pratylenchus
Occurrence,,None,Pratylenchus brachyurus,None,None,None,None,https://nematodes.myspecies.info,Nematoda,https://raw.githubusercontent.com/lperepol/Supplementary/main/nematodes.myspecies.info/Images/049-T162--Pratylenchus--brachyurus/071-T214--Pratylenchus--flakkensis/T214--Pratylenchus--flakkensis/seq0006--214--head--100x.png,Pratylenchus
